sample,day_count,expiry_assumption,expiry_adjustment_days,maturity_lower_days,maturity_upper_days,volume_threshold,observations,currencies,first_date,last_date,corr,rmse,mean_gap,median_gap,std_gap,abs_median_gap
advanced,365,last_trade_monday,-2,70,95,1000,366,7,2010-03-31,2025-06-30,0.7365907105,1.381549962,0.4246550712,0.2906961254,1.316466319,0.2906961254
advanced,365,last_trade_monday,-2,60,90,1000,366,7,2010-03-31,2025-06-30,0.7365907105,1.381549962,0.4246550712,0.2906961254,1.316466319,0.2906961254
advanced,365,last_trade_monday,-2,60,85,1000,366,7,2010-03-31,2025-06-30,0.7365907105,1.381549962,0.4246550712,0.2906961254,1.316466319,0.2906961254
advanced,365,last_trade_monday,-2,60,80,1000,366,7,2010-03-31,2025-06-30,0.7365907105,1.381549962,0.4246550712,0.2906961254,1.316466319,0.2906961254
advanced,365,last_trade_monday,-2,70,90,1000,366,7,2010-03-31,2025-06-30,0.7365907105,1.381549962,0.4246550712,0.2906961254,1.316466319,0.2906961254
advanced,360,third_wednesday,0,50,95,500,451,7,2010-03-31,2025-06-30,0.7369499779,1.382071835,0.4790192543,0.3458348209,1.297843564,0.3458348209
advanced,360,third_wednesday,0,55,95,0,434,7,2010-03-31,2025-06-30,0.701893452,1.384854944,0.4568434511,0.316558308,1.308840873,0.316558308
advanced,360,third_wednesday,0,60,95,0,434,7,2010-03-31,2025-06-30,0.701893452,1.384854944,0.4568434511,0.316558308,1.308840873,0.316558308
advanced,360,third_wednesday,0,65,95,0,434,7,2010-03-31,2025-06-30,0.701893452,1.384854944,0.4568434511,0.316558308,1.308840873,0.316558308
advanced,360,third_wednesday,0,70,95,0,434,7,2010-03-31,2025-06-30,0.701893452,1.384854944,0.4568434511,0.316558308,1.308840873,0.316558308
advanced,360,third_wednesday,0,60,90,0,434,7,2010-03-31,2025-06-30,0.701893452,1.384854944,0.4568434511,0.316558308,1.308840873,0.316558308
advanced,360,third_wednesday,0,60,85,0,434,7,2010-03-31,2025-06-30,0.701893452,1.384854944,0.4568434511,0.316558308,1.308840873,0.316558308
advanced,360,third_wednesday,0,70,90,0,434,7,2010-03-31,2025-06-30,0.701893452,1.384854944,0.4568434511,0.316558308,1.308840873,0.316558308
advanced,365,third_wednesday,0,50,95,500,451,7,2010-03-31,2025-06-30,0.7369499779,1.386353228,0.4794771523,0.3386500064,1.302243105,0.3386500064
advanced,365,third_wednesday,0,55,95,0,434,7,2010-03-31,2025-06-30,0.701893452,1.389927987,0.457058645,0.3146920762,1.314144745,0.3146920762
advanced,365,third_wednesday,0,60,95,0,434,7,2010-03-31,2025-06-30,0.701893452,1.389927987,0.457058645,0.3146920762,1.314144745,0.3146920762
advanced,365,third_wednesday,0,65,95,0,434,7,2010-03-31,2025-06-30,0.701893452,1.389927987,0.457058645,0.3146920762,1.314144745,0.3146920762
advanced,365,third_wednesday,0,70,95,0,434,7,2010-03-31,2025-06-30,0.701893452,1.389927987,0.457058645,0.3146920762,1.314144745,0.3146920762
advanced,365,third_wednesday,0,60,90,0,434,7,2010-03-31,2025-06-30,0.701893452,1.389927987,0.457058645,0.3146920762,1.314144745,0.3146920762
advanced,365,third_wednesday,0,60,85,0,434,7,2010-03-31,2025-06-30,0.701893452,1.389927987,0.457058645,0.3146920762,1.314144745,0.3146920762
advanced,365,third_wednesday,0,70,90,0,434,7,2010-03-31,2025-06-30,0.701893452,1.389927987,0.457058645,0.3146920762,1.314144745,0.3146920762
advanced,360,last_trade_monday,-2,50,95,500,417,7,2010-03-31,2025-06-30,0.7275698493,1.394587954,0.4666455163,0.3265257893,1.315777051,0.3265257893
advanced,360,last_trade_friday,-5,45,95,50000,199,6,2010-03-31,2024-06-30,0.6971989693,1.394757986,0.2906700041,0.1756289323,1.367574157,0.1756289323
advanced,360,last_trade_friday,-5,50,95,1000,366,7,2010-03-31,2025-06-30,0.7363525057,1.394776022,0.4257091082,0.2970259677,1.330039569,0.2970259677
advanced,360,last_trade_friday,-5,55,95,1000,366,7,2010-03-31,2025-06-30,0.7363525057,1.394776022,0.4257091082,0.2970259677,1.330039569,0.2970259677
advanced,360,last_trade_friday,-5,60,95,1000,366,7,2010-03-31,2025-06-30,0.7363525057,1.394776022,0.4257091082,0.2970259677,1.330039569,0.2970259677
advanced,360,last_trade_friday,-5,65,95,1000,366,7,2010-03-31,2025-06-30,0.7363525057,1.394776022,0.4257091082,0.2970259677,1.330039569,0.2970259677
advanced,360,last_trade_friday,-5,60,90,1000,366,7,2010-03-31,2025-06-30,0.7363525057,1.394776022,0.4257091082,0.2970259677,1.330039569,0.2970259677
advanced,360,last_trade_friday,-5,60,85,1000,366,7,2010-03-31,2025-06-30,0.7363525057,1.394776022,0.4257091082,0.2970259677,1.330039569,0.2970259677
advanced,360,last_trade_friday,-5,60,80,1000,366,7,2010-03-31,2025-06-30,0.7363525057,1.394776022,0.4257091082,0.2970259677,1.330039569,0.2970259677
advanced,360,last_trade_monday,-2,55,95,0,434,7,2010-03-31,2025-06-30,0.7017183446,1.395062452,0.4571678973,0.3202472804,1.319548696,0.3202472804
advanced,360,last_trade_monday,-2,60,95,0,434,7,2010-03-31,2025-06-30,0.7017183446,1.395062452,0.4571678973,0.3202472804,1.319548696,0.3202472804
advanced,360,last_trade_monday,-2,65,95,0,434,7,2010-03-31,2025-06-30,0.7017183446,1.395062452,0.4571678973,0.3202472804,1.319548696,0.3202472804
advanced,360,last_trade_monday,-2,70,95,0,434,7,2010-03-31,2025-06-30,0.7017183446,1.395062452,0.4571678973,0.3202472804,1.319548696,0.3202472804
advanced,360,last_trade_monday,-2,60,90,0,434,7,2010-03-31,2025-06-30,0.7017183446,1.395062452,0.4571678973,0.3202472804,1.319548696,0.3202472804
advanced,360,last_trade_monday,-2,60,85,0,434,7,2010-03-31,2025-06-30,0.7017183446,1.395062452,0.4571678973,0.3202472804,1.319548696,0.3202472804
advanced,360,last_trade_monday,-2,60,80,0,434,7,2010-03-31,2025-06-30,0.7017183446,1.395062452,0.4571678973,0.3202472804,1.319548696,0.3202472804
advanced,360,last_trade_monday,-2,70,90,0,434,7,2010-03-31,2025-06-30,0.7017183446,1.395062452,0.4571678973,0.3202472804,1.319548696,0.3202472804
advanced,360,last_trade_monday,-2,50,95,50000,184,6,2010-03-31,2024-06-30,0.6814119073,1.395517542,0.2901757819,0.1571934535,1.368739936,0.1571934535
advanced,360,third_wednesday,0,55,95,50000,174,6,2010-03-31,2024-06-30,0.6712655556,1.397258615,0.2926459075,0.1597692722,1.370211708,0.1597692722
advanced,360,third_wednesday,0,60,95,50000,174,6,2010-03-31,2024-06-30,0.6712655556,1.397258615,0.2926459075,0.1597692722,1.370211708,0.1597692722
advanced,360,third_wednesday,0,65,95,50000,174,6,2010-03-31,2024-06-30,0.6712655556,1.397258615,0.2926459075,0.1597692722,1.370211708,0.1597692722
advanced,360,third_wednesday,0,70,95,50000,174,6,2010-03-31,2024-06-30,0.6712655556,1.397258615,0.2926459075,0.1597692722,1.370211708,0.1597692722
advanced,360,third_wednesday,0,60,90,50000,174,6,2010-03-31,2024-06-30,0.6712655556,1.397258615,0.2926459075,0.1597692722,1.370211708,0.1597692722
advanced,360,third_wednesday,0,60,85,50000,174,6,2010-03-31,2024-06-30,0.6712655556,1.397258615,0.2926459075,0.1597692722,1.370211708,0.1597692722
advanced,360,third_wednesday,0,70,90,50000,174,6,2010-03-31,2024-06-30,0.6712655556,1.397258615,0.2926459075,0.1597692722,1.370211708,0.1597692722
advanced,360,third_wednesday,0,55,95,100,426,7,2010-03-31,2025-06-30,0.7025745836,1.397387745,0.4654177597,0.3429956411,1.319152648,0.3429956411
advanced,360,third_wednesday,0,60,95,100,426,7,2010-03-31,2025-06-30,0.7025745836,1.397387745,0.4654177597,0.3429956411,1.319152648,0.3429956411
advanced,360,third_wednesday,0,65,95,100,426,7,2010-03-31,2025-06-30,0.7025745836,1.397387745,0.4654177597,0.3429956411,1.319152648,0.3429956411
advanced,360,third_wednesday,0,70,95,100,426,7,2010-03-31,2025-06-30,0.7025745836,1.397387745,0.4654177597,0.3429956411,1.319152648,0.3429956411
advanced,360,third_wednesday,0,60,90,100,426,7,2010-03-31,2025-06-30,0.7025745836,1.397387745,0.4654177597,0.3429956411,1.319152648,0.3429956411
advanced,360,third_wednesday,0,60,85,100,426,7,2010-03-31,2025-06-30,0.7025745836,1.397387745,0.4654177597,0.3429956411,1.319152648,0.3429956411
advanced,360,third_wednesday,0,70,90,100,426,7,2010-03-31,2025-06-30,0.7025745836,1.397387745,0.4654177597,0.3429956411,1.319152648,0.3429956411
advanced,365,last_trade_monday,-2,50,95,500,417,7,2010-03-31,2025-06-30,0.7275698493,1.399979785,0.4670921422,0.3407961118,1.321346008,0.3407961118
advanced,360,third_wednesday,0,55,95,500,396,7,2010-03-31,2025-06-30,0.7218661525,1.400361223,0.4876107355,0.3458799209,1.314385779,0.3458799209
advanced,360,third_wednesday,0,60,95,500,396,7,2010-03-31,2025-06-30,0.7218661525,1.400361223,0.4876107355,0.3458799209,1.314385779,0.3458799209
advanced,360,third_wednesday,0,65,95,500,396,7,2010-03-31,2025-06-30,0.7218661525,1.400361223,0.4876107355,0.3458799209,1.314385779,0.3458799209
advanced,360,third_wednesday,0,70,95,500,396,7,2010-03-31,2025-06-30,0.7218661525,1.400361223,0.4876107355,0.3458799209,1.314385779,0.3458799209
advanced,360,third_wednesday,0,60,90,500,396,7,2010-03-31,2025-06-30,0.7218661525,1.400361223,0.4876107355,0.3458799209,1.314385779,0.3458799209
advanced,360,third_wednesday,0,60,85,500,396,7,2010-03-31,2025-06-30,0.7218661525,1.400361223,0.4876107355,0.3458799209,1.314385779,0.3458799209
advanced,360,third_wednesday,0,70,90,500,396,7,2010-03-31,2025-06-30,0.7218661525,1.400361223,0.4876107355,0.3458799209,1.314385779,0.3458799209
advanced,365,last_trade_monday,-2,55,95,0,434,7,2010-03-31,2025-06-30,0.7017183446,1.400892098,0.4573875974,0.3185975446,1.325648685,0.3185975446
advanced,365,last_trade_monday,-2,60,95,0,434,7,2010-03-31,2025-06-30,0.7017183446,1.400892098,0.4573875974,0.3185975446,1.325648685,0.3185975446
advanced,365,last_trade_monday,-2,65,95,0,434,7,2010-03-31,2025-06-30,0.7017183446,1.400892098,0.4573875974,0.3185975446,1.325648685,0.3185975446
advanced,365,last_trade_monday,-2,70,95,0,434,7,2010-03-31,2025-06-30,0.7017183446,1.400892098,0.4573875974,0.3185975446,1.325648685,0.3185975446
advanced,365,last_trade_monday,-2,60,90,0,434,7,2010-03-31,2025-06-30,0.7017183446,1.400892098,0.4573875974,0.3185975446,1.325648685,0.3185975446
advanced,365,last_trade_monday,-2,60,85,0,434,7,2010-03-31,2025-06-30,0.7017183446,1.400892098,0.4573875974,0.3185975446,1.325648685,0.3185975446
advanced,365,last_trade_monday,-2,60,80,0,434,7,2010-03-31,2025-06-30,0.7017183446,1.400892098,0.4573875974,0.3185975446,1.325648685,0.3185975446
advanced,365,last_trade_monday,-2,70,90,0,434,7,2010-03-31,2025-06-30,0.7017183446,1.400892098,0.4573875974,0.3185975446,1.325648685,0.3185975446
advanced,360,last_trade_monday,-2,50,95,0,469,7,2010-03-31,2025-06-30,0.6995725722,1.401548462,0.4593327868,0.3220913824,1.325555717,0.3220913824
advanced,365,last_trade_friday,-5,50,95,1000,366,7,2010-03-31,2025-06-30,0.7363525057,1.402125658,0.4263401712,0.3200210023,1.337564433,0.3200210023
advanced,365,last_trade_friday,-5,55,95,1000,366,7,2010-03-31,2025-06-30,0.7363525057,1.402125658,0.4263401712,0.3200210023,1.337564433,0.3200210023
advanced,365,last_trade_friday,-5,60,95,1000,366,7,2010-03-31,2025-06-30,0.7363525057,1.402125658,0.4263401712,0.3200210023,1.337564433,0.3200210023
advanced,365,last_trade_friday,-5,65,95,1000,366,7,2010-03-31,2025-06-30,0.7363525057,1.402125658,0.4263401712,0.3200210023,1.337564433,0.3200210023
advanced,365,last_trade_friday,-5,60,90,1000,366,7,2010-03-31,2025-06-30,0.7363525057,1.402125658,0.4263401712,0.3200210023,1.337564433,0.3200210023
advanced,365,last_trade_friday,-5,60,85,1000,366,7,2010-03-31,2025-06-30,0.7363525057,1.402125658,0.4263401712,0.3200210023,1.337564433,0.3200210023
advanced,365,last_trade_friday,-5,60,80,1000,366,7,2010-03-31,2025-06-30,0.7363525057,1.402125658,0.4263401712,0.3200210023,1.337564433,0.3200210023
advanced,365,third_wednesday,0,55,95,100,426,7,2010-03-31,2025-06-30,0.7025745836,1.402501362,0.4656837153,0.3353831402,1.324487352,0.3353831402
advanced,365,third_wednesday,0,60,95,100,426,7,2010-03-31,2025-06-30,0.7025745836,1.402501362,0.4656837153,0.3353831402,1.324487352,0.3353831402
advanced,365,third_wednesday,0,65,95,100,426,7,2010-03-31,2025-06-30,0.7025745836,1.402501362,0.4656837153,0.3353831402,1.324487352,0.3353831402
advanced,365,third_wednesday,0,70,95,100,426,7,2010-03-31,2025-06-30,0.7025745836,1.402501362,0.4656837153,0.3353831402,1.324487352,0.3353831402
advanced,365,third_wednesday,0,60,90,100,426,7,2010-03-31,2025-06-30,0.7025745836,1.402501362,0.4656837153,0.3353831402,1.324487352,0.3353831402
advanced,365,third_wednesday,0,60,85,100,426,7,2010-03-31,2025-06-30,0.7025745836,1.402501362,0.4656837153,0.3353831402,1.324487352,0.3353831402
advanced,365,third_wednesday,0,70,90,100,426,7,2010-03-31,2025-06-30,0.7025745836,1.402501362,0.4656837153,0.3353831402,1.324487352,0.3353831402
advanced,365,last_trade_monday,-2,50,95,50000,184,6,2010-03-31,2024-06-30,0.6814119073,1.403511943,0.2948425133,0.1629344769,1.375937067,0.1629344769
advanced,365,third_wednesday,0,55,95,50000,174,6,2010-03-31,2024-06-30,0.6712655556,1.403895734,0.2970832961,0.1621814748,1.376062209,0.1621814748
advanced,365,third_wednesday,0,60,95,50000,174,6,2010-03-31,2024-06-30,0.6712655556,1.403895734,0.2970832961,0.1621814748,1.376062209,0.1621814748
advanced,365,third_wednesday,0,65,95,50000,174,6,2010-03-31,2024-06-30,0.6712655556,1.403895734,0.2970832961,0.1621814748,1.376062209,0.1621814748
advanced,365,third_wednesday,0,70,95,50000,174,6,2010-03-31,2024-06-30,0.6712655556,1.403895734,0.2970832961,0.1621814748,1.376062209,0.1621814748
advanced,365,third_wednesday,0,60,90,50000,174,6,2010-03-31,2024-06-30,0.6712655556,1.403895734,0.2970832961,0.1621814748,1.376062209,0.1621814748
advanced,365,third_wednesday,0,60,85,50000,174,6,2010-03-31,2024-06-30,0.6712655556,1.403895734,0.2970832961,0.1621814748,1.376062209,0.1621814748
advanced,365,third_wednesday,0,70,90,50000,174,6,2010-03-31,2024-06-30,0.6712655556,1.403895734,0.2970832961,0.1621814748,1.376062209,0.1621814748
advanced,365,last_trade_friday,-5,45,95,50000,199,6,2010-03-31,2024-06-30,0.6971989693,1.40483096,0.2957009223,0.1791742299,1.376821268,0.1791742299
advanced,365,third_wednesday,0,55,95,500,396,7,2010-03-31,2025-06-30,0.7218661525,1.404893629,0.4881964835,0.3388554754,1.319008603,0.3388554754
advanced,365,third_wednesday,0,60,95,500,396,7,2010-03-31,2025-06-30,0.7218661525,1.404893629,0.4881964835,0.3388554754,1.319008603,0.3388554754
advanced,365,third_wednesday,0,65,95,500,396,7,2010-03-31,2025-06-30,0.7218661525,1.404893629,0.4881964835,0.3388554754,1.319008603,0.3388554754
advanced,365,third_wednesday,0,70,95,500,396,7,2010-03-31,2025-06-30,0.7218661525,1.404893629,0.4881964835,0.3388554754,1.319008603,0.3388554754
advanced,365,third_wednesday,0,60,90,500,396,7,2010-03-31,2025-06-30,0.7218661525,1.404893629,0.4881964835,0.3388554754,1.319008603,0.3388554754
advanced,365,third_wednesday,0,60,85,500,396,7,2010-03-31,2025-06-30,0.7218661525,1.404893629,0.4881964835,0.3388554754,1.319008603,0.3388554754
advanced,365,third_wednesday,0,70,90,500,396,7,2010-03-31,2025-06-30,0.7218661525,1.404893629,0.4881964835,0.3388554754,1.319008603,0.3388554754
advanced,365,last_trade_monday,-2,50,95,0,469,7,2010-03-31,2025-06-30,0.6995725722,1.407216065,0.4593346379,0.3323288629,1.331558948,0.3323288629
advanced,360,last_trade_monday,-2,55,95,100,426,7,2010-03-31,2025-06-30,0.7023998103,1.407677021,0.4658400575,0.3374388963,1.329924627,0.3374388963
advanced,360,last_trade_monday,-2,60,95,100,426,7,2010-03-31,2025-06-30,0.7023998103,1.407677021,0.4658400575,0.3374388963,1.329924627,0.3374388963
advanced,360,last_trade_monday,-2,65,95,100,426,7,2010-03-31,2025-06-30,0.7023998103,1.407677021,0.4658400575,0.3374388963,1.329924627,0.3374388963
advanced,360,last_trade_monday,-2,70,95,100,426,7,2010-03-31,2025-06-30,0.7023998103,1.407677021,0.4658400575,0.3374388963,1.329924627,0.3374388963
advanced,360,last_trade_monday,-2,60,90,100,426,7,2010-03-31,2025-06-30,0.7023998103,1.407677021,0.4658400575,0.3374388963,1.329924627,0.3374388963
advanced,360,last_trade_monday,-2,60,85,100,426,7,2010-03-31,2025-06-30,0.7023998103,1.407677021,0.4658400575,0.3374388963,1.329924627,0.3374388963
advanced,360,last_trade_monday,-2,60,80,100,426,7,2010-03-31,2025-06-30,0.7023998103,1.407677021,0.4658400575,0.3374388963,1.329924627,0.3374388963
advanced,360,last_trade_monday,-2,70,90,100,426,7,2010-03-31,2025-06-30,0.7023998103,1.407677021,0.4658400575,0.3374388963,1.329924627,0.3374388963
advanced,360,third_wednesday,0,50,95,0,518,7,2010-03-31,2025-06-30,0.7012994835,1.408735449,0.4942943495,0.3544467952,1.320444863,0.3544467952
advanced,360,last_trade_friday,-5,45,95,500,451,7,2010-03-31,2025-06-30,0.7370111257,1.408809002,0.4809858006,0.3598315861,1.325628868,0.3598315861
advanced,360,last_trade_monday,-2,55,95,500,396,7,2010-03-31,2025-06-30,0.7217204753,1.409507172,0.4886478861,0.3412436708,1.32376692,0.3412436708
advanced,360,last_trade_monday,-2,60,95,500,396,7,2010-03-31,2025-06-30,0.7217204753,1.409507172,0.4886478861,0.3412436708,1.32376692,0.3412436708
advanced,360,last_trade_monday,-2,65,95,500,396,7,2010-03-31,2025-06-30,0.7217204753,1.409507172,0.4886478861,0.3412436708,1.32376692,0.3412436708
advanced,360,last_trade_monday,-2,70,95,500,396,7,2010-03-31,2025-06-30,0.7217204753,1.409507172,0.4886478861,0.3412436708,1.32376692,0.3412436708
advanced,360,last_trade_monday,-2,60,90,500,396,7,2010-03-31,2025-06-30,0.7217204753,1.409507172,0.4886478861,0.3412436708,1.32376692,0.3412436708
advanced,360,last_trade_monday,-2,60,85,500,396,7,2010-03-31,2025-06-30,0.7217204753,1.409507172,0.4886478861,0.3412436708,1.32376692,0.3412436708
advanced,360,last_trade_monday,-2,60,80,500,396,7,2010-03-31,2025-06-30,0.7217204753,1.409507172,0.4886478861,0.3412436708,1.32376692,0.3412436708
advanced,360,last_trade_monday,-2,70,90,500,396,7,2010-03-31,2025-06-30,0.7217204753,1.409507172,0.4886478861,0.3412436708,1.32376692,0.3412436708
advanced,360,last_trade_monday,-2,55,95,50000,174,6,2010-03-31,2024-06-30,0.6710841889,1.410475739,0.3008013726,0.1571934535,1.382004701,0.1571934535
advanced,360,last_trade_monday,-2,60,95,50000,174,6,2010-03-31,2024-06-30,0.6710841889,1.410475739,0.3008013726,0.1571934535,1.382004701,0.1571934535
advanced,360,last_trade_monday,-2,65,95,50000,174,6,2010-03-31,2024-06-30,0.6710841889,1.410475739,0.3008013726,0.1571934535,1.382004701,0.1571934535
advanced,360,last_trade_monday,-2,70,95,50000,174,6,2010-03-31,2024-06-30,0.6710841889,1.410475739,0.3008013726,0.1571934535,1.382004701,0.1571934535
advanced,360,last_trade_monday,-2,60,90,50000,174,6,2010-03-31,2024-06-30,0.6710841889,1.410475739,0.3008013726,0.1571934535,1.382004701,0.1571934535
advanced,360,last_trade_monday,-2,60,85,50000,174,6,2010-03-31,2024-06-30,0.6710841889,1.410475739,0.3008013726,0.1571934535,1.382004701,0.1571934535
advanced,360,last_trade_monday,-2,60,80,50000,174,6,2010-03-31,2024-06-30,0.6710841889,1.410475739,0.3008013726,0.1571934535,1.382004701,0.1571934535
advanced,360,last_trade_monday,-2,70,90,50000,174,6,2010-03-31,2024-06-30,0.6710841889,1.410475739,0.3008013726,0.1571934535,1.382004701,0.1571934535
advanced,365,third_wednesday,0,50,95,0,518,7,2010-03-31,2025-06-30,0.7012994835,1.413526358,0.4943749279,0.3477988525,1.325534672,0.3477988525
advanced,365,last_trade_monday,-2,55,95,100,426,7,2010-03-31,2025-06-30,0.7023998103,1.413553861,0.4661118783,0.3424322789,1.33606307,0.3424322789
advanced,365,last_trade_monday,-2,60,95,100,426,7,2010-03-31,2025-06-30,0.7023998103,1.413553861,0.4661118783,0.3424322789,1.33606307,0.3424322789
advanced,365,last_trade_monday,-2,65,95,100,426,7,2010-03-31,2025-06-30,0.7023998103,1.413553861,0.4661118783,0.3424322789,1.33606307,0.3424322789
advanced,365,last_trade_monday,-2,70,95,100,426,7,2010-03-31,2025-06-30,0.7023998103,1.413553861,0.4661118783,0.3424322789,1.33606307,0.3424322789
advanced,365,last_trade_monday,-2,60,90,100,426,7,2010-03-31,2025-06-30,0.7023998103,1.413553861,0.4661118783,0.3424322789,1.33606307,0.3424322789
advanced,365,last_trade_monday,-2,60,85,100,426,7,2010-03-31,2025-06-30,0.7023998103,1.413553861,0.4661118783,0.3424322789,1.33606307,0.3424322789
advanced,365,last_trade_monday,-2,60,80,100,426,7,2010-03-31,2025-06-30,0.7023998103,1.413553861,0.4661118783,0.3424322789,1.33606307,0.3424322789
advanced,365,last_trade_monday,-2,70,90,100,426,7,2010-03-31,2025-06-30,0.7023998103,1.413553861,0.4661118783,0.3424322789,1.33606307,0.3424322789
advanced,360,last_trade_friday,-5,50,95,0,434,7,2010-03-31,2025-06-30,0.7014357185,1.413798416,0.4576784218,0.3441706703,1.339212039,0.3441706703
advanced,360,last_trade_friday,-5,55,95,0,434,7,2010-03-31,2025-06-30,0.7014357185,1.413798416,0.4576784218,0.3441706703,1.339212039,0.3441706703
advanced,360,last_trade_friday,-5,60,95,0,434,7,2010-03-31,2025-06-30,0.7014357185,1.413798416,0.4576784218,0.3441706703,1.339212039,0.3441706703
advanced,360,last_trade_friday,-5,65,95,0,434,7,2010-03-31,2025-06-30,0.7014357185,1.413798416,0.4576784218,0.3441706703,1.339212039,0.3441706703
advanced,360,last_trade_friday,-5,60,90,0,434,7,2010-03-31,2025-06-30,0.7014357185,1.413798416,0.4576784218,0.3441706703,1.339212039,0.3441706703
advanced,360,last_trade_friday,-5,60,85,0,434,7,2010-03-31,2025-06-30,0.7014357185,1.413798416,0.4576784218,0.3441706703,1.339212039,0.3441706703
advanced,360,last_trade_friday,-5,60,80,0,434,7,2010-03-31,2025-06-30,0.7014357185,1.413798416,0.4576784218,0.3441706703,1.339212039,0.3441706703
advanced,365,last_trade_monday,-2,55,95,500,396,7,2010-03-31,2025-06-30,0.7217204753,1.414817854,0.489248039,0.3456103267,1.329213132,0.3456103267
advanced,365,last_trade_monday,-2,60,95,500,396,7,2010-03-31,2025-06-30,0.7217204753,1.414817854,0.489248039,0.3456103267,1.329213132,0.3456103267
advanced,365,last_trade_monday,-2,65,95,500,396,7,2010-03-31,2025-06-30,0.7217204753,1.414817854,0.489248039,0.3456103267,1.329213132,0.3456103267
advanced,365,last_trade_monday,-2,70,95,500,396,7,2010-03-31,2025-06-30,0.7217204753,1.414817854,0.489248039,0.3456103267,1.329213132,0.3456103267
advanced,365,last_trade_monday,-2,60,90,500,396,7,2010-03-31,2025-06-30,0.7217204753,1.414817854,0.489248039,0.3456103267,1.329213132,0.3456103267
advanced,365,last_trade_monday,-2,60,85,500,396,7,2010-03-31,2025-06-30,0.7217204753,1.414817854,0.489248039,0.3456103267,1.329213132,0.3456103267
advanced,365,last_trade_monday,-2,60,80,500,396,7,2010-03-31,2025-06-30,0.7217204753,1.414817854,0.489248039,0.3456103267,1.329213132,0.3456103267
advanced,365,last_trade_monday,-2,70,90,500,396,7,2010-03-31,2025-06-30,0.7217204753,1.414817854,0.489248039,0.3456103267,1.329213132,0.3456103267
advanced,365,last_trade_friday,-5,45,95,500,451,7,2010-03-31,2025-06-30,0.7370111257,1.415417975,0.4814710116,0.3646152284,1.332490369,0.3646152284
advanced,365,last_trade_monday,-2,55,95,50000,174,6,2010-03-31,2024-06-30,0.6710841889,1.417901628,0.3053520316,0.1629344769,1.388627839,0.1629344769
advanced,365,last_trade_monday,-2,60,95,50000,174,6,2010-03-31,2024-06-30,0.6710841889,1.417901628,0.3053520316,0.1629344769,1.388627839,0.1629344769
advanced,365,last_trade_monday,-2,65,95,50000,174,6,2010-03-31,2024-06-30,0.6710841889,1.417901628,0.3053520316,0.1629344769,1.388627839,0.1629344769
advanced,365,last_trade_monday,-2,70,95,50000,174,6,2010-03-31,2024-06-30,0.6710841889,1.417901628,0.3053520316,0.1629344769,1.388627839,0.1629344769
advanced,365,last_trade_monday,-2,60,90,50000,174,6,2010-03-31,2024-06-30,0.6710841889,1.417901628,0.3053520316,0.1629344769,1.388627839,0.1629344769
advanced,365,last_trade_monday,-2,60,85,50000,174,6,2010-03-31,2024-06-30,0.6710841889,1.417901628,0.3053520316,0.1629344769,1.388627839,0.1629344769
advanced,365,last_trade_monday,-2,60,80,50000,174,6,2010-03-31,2024-06-30,0.6710841889,1.417901628,0.3053520316,0.1629344769,1.388627839,0.1629344769
advanced,365,last_trade_monday,-2,70,90,50000,174,6,2010-03-31,2024-06-30,0.6710841889,1.417901628,0.3053520316,0.1629344769,1.388627839,0.1629344769
advanced,360,third_wednesday,0,50,95,100,498,7,2010-03-31,2025-06-30,0.7050454901,1.418991747,0.4967367412,0.358197591,1.330543159,0.358197591
advanced,360,last_trade_monday,-2,50,95,100,454,7,2010-03-31,2025-06-30,0.7014335496,1.420825015,0.4733201291,0.3412436708,1.341146381,0.3412436708
advanced,365,last_trade_friday,-5,50,95,0,434,7,2010-03-31,2025-06-30,0.7014357185,1.420875301,0.4579052125,0.3458096554,1.346620863,0.3458096554
advanced,365,last_trade_friday,-5,55,95,0,434,7,2010-03-31,2025-06-30,0.7014357185,1.420875301,0.4579052125,0.3458096554,1.346620863,0.3458096554
advanced,365,last_trade_friday,-5,60,95,0,434,7,2010-03-31,2025-06-30,0.7014357185,1.420875301,0.4579052125,0.3458096554,1.346620863,0.3458096554
advanced,365,last_trade_friday,-5,65,95,0,434,7,2010-03-31,2025-06-30,0.7014357185,1.420875301,0.4579052125,0.3458096554,1.346620863,0.3458096554
advanced,365,last_trade_friday,-5,60,90,0,434,7,2010-03-31,2025-06-30,0.7014357185,1.420875301,0.4579052125,0.3458096554,1.346620863,0.3458096554
advanced,365,last_trade_friday,-5,60,85,0,434,7,2010-03-31,2025-06-30,0.7014357185,1.420875301,0.4579052125,0.3458096554,1.346620863,0.3458096554
advanced,365,last_trade_friday,-5,60,80,0,434,7,2010-03-31,2025-06-30,0.7014357185,1.420875301,0.4579052125,0.3458096554,1.346620863,0.3458096554
advanced,365,third_wednesday,0,50,95,100,498,7,2010-03-31,2025-06-30,0.7050454901,1.423929658,0.4969512488,0.3543272336,1.335738692,0.3543272336
advanced,360,last_trade_friday,-5,75,95,10000,166,7,2011-06-30,2024-06-30,0.7709982758,1.424452433,0.7348090338,0.4196730855,1.223987495,0.4196730855
advanced,365,last_trade_monday,-2,50,95,100,454,7,2010-03-31,2025-06-30,0.7014335496,1.426560541,0.4734619076,0.3456103267,1.347184616,0.3456103267
advanced,360,last_trade_friday,-5,50,95,100,426,7,2010-03-31,2025-06-30,0.7021177157,1.426565137,0.4665075945,0.3498604057,1.349716685,0.3498604057
