date,spot_local_per_usd,futures_local_per_usd,futures_log_basis,futures_pct_basis,ccy,yahoo_symbol,us_rate,foreign_rate,assumed_expiry_date,assumed_tau_years,rate_differential_us_minus_foreign,futures_implied_no_arbitrage_gap,futures_implied_no_arbitrage_gap_bps
2010-01-31,1.127014538,1.134429942,0.006558135512,0.657968717,AUD,6A=F,0.0006,0.042025,2010-03-17,0.1232876712,-0.041425,0.01166532729,116.6532729
2010-01-31,1.8755,1.895016083,0.01035203484,1.040580253,BRL,6L=F,0.0006,0.0863,2010-03-17,0.1232876712,-0.0857,0.02091778826,209.1778826
2010-01-31,1.0652,1.069518714,0.004046172186,0.4054368992,CAD,6C=F,0.0006,0.001725,2010-03-17,0.1232876712,-0.001125,0.004184870816,41.84870816
2010-01-31,1.0557,1.060557851,0.004590990373,0.4601545115,CHF,6S=F,0.0006,0.000903594,2010-03-17,0.1232876712,-0.000303594,0.00462841977,46.2841977
2010-01-31,0.7209805335,0.7212405332,0.0003605545712,0.03606195788,EUR,6E=F,0.0006,0.0067975,2010-03-17,0.1232876712,-0.0061975,0.001124629914,11.24629914
2010-01-31,0.6246486351,0.6255473422,0.00143770616,0.1438740155,GBP,6B=F,0.0006,0.0061265,2010-03-17,0.1232876712,-0.0055265,0.002119055475,21.19055475
2010-01-31,90.38,90.26900107,-0.00122889081,-0.1228136033,JPY,6J=F,0.0006,0.0045,2010-03-17,0.1232876712,-0.0039,-0.0007480688924,-7.480688924
2010-01-31,13.0285,13.08900577,0.004633358137,0.4644108738,MXN,6M=F,0.0006,0.0506,2010-03-17,0.1232876712,-0.05,0.0107977417,107.977417
2010-01-31,1.419244962,1.427144315,0.005550451899,0.5565884196,NZD,6N=F,0.0006,0.0278,2010-03-17,0.1232876712,-0.0272,0.008903876556,89.03876556
2010-01-31,7.58,7.636502257,0.007426478879,0.7454123565,ZAR,6Z=F,0.0006,0.07108,2010-03-17,0.1232876712,-0.07048,0.01611579395,161.1579395
2010-02-28,1.115946881,1.116445266,0.0004465031106,0.0446602808,AUD,6A=F,0.0011,0.0416,2010-03-17,0.04657534247,-0.0405,0.002332804481,23.32804481
2010-02-28,1.801,1.806847992,0.003241819979,0.324708036,BRL,6L=F,0.0011,0.0862,2010-03-17,0.04657534247,-0.0851,0.007205381623,72.05381623
2010-02-28,1.052,1.051856543,-0.0001363749492,-0.01363656506,CAD,6C=F,0.0011,0.00165,2010-03-17,0.04657534247,-0.00055,-0.0001107585109,-1.107585109
2010-02-28,1.0711,1.074344626,0.003024667532,0.3029246455,CHF,6S=F,0.0011,0.0009874325,2010-03-17,0.04657534247,0.0001125675,0.003019424662,30.19424662
2010-02-28,0.7320644217,0.7341604847,0.002859130897,0.286322211,EUR,6E=F,0.0011,0.006617,2010-03-17,0.04657534247,-0.005517,0.003116087061,31.16087061
2010-02-28,0.6562110375,0.6559527661,-0.0003936572648,-0.0393579792,GBP,6B=F,0.0011,0.006331,2010-03-17,0.04657534247,-0.005231,-0.0001500216484,-1.500216484
2010-02-28,88.84,88.86518963,0.0002834991228,0.02835393124,JPY,6J=F,0.0011,0.0044,2010-03-17,0.04657534247,-0.0033,0.0004371977529,4.371977529
2010-02-28,12.7575,12.8122994,0.004286266601,0.4295465781,MXN,6M=F,0.0011,0.0503,2010-03-17,0.04657534247,-0.0492,0.006577773451,65.77773451
2010-02-28,1.428571429,1.430615163,0.001429591445,0.1430613798,NZD,6N=F,0.0011,0.0273,2010-03-17,0.04657534247,-0.0262,0.002649865418,26.49865418
2010-02-28,7.64,7.738740495,0.0128413445,1.292414862,ZAR,6Z=F,0.0011,0.07075833333,2010-03-17,0.04657534247,-0.06965833333,0.01608570523,160.8570523
2010-03-31,1.090631476,1.099263522,0.007883566122,0.7914723252,AUD,6A=F,0.0015,0.043275,2010-06-16,0.2109589041,-0.041775,0.01669637434,166.9637434
2010-03-31,1.7821,1.77999287,-0.001183085317,-0.1182385748,BRL,6L=F,0.0015,0.0861,2010-06-16,0.2109589041,-0.0846,0.01666403797,166.6403797
2010-03-31,1.0156,1.015125398,-0.0004674215881,-0.04673123637,CAD,6C=F,0.0015,0.00228,2010-06-16,0.2109589041,-0.00078,-0.0003028736429,-3.028736429
2010-03-31,1.0528,1.053407784,0.0005771358483,0.05773024233,CHF,6S=F,0.0015,0.0009577772727,2010-06-16,0.2109589041,0.0005422227273,0.000462749136,4.62749136
2010-03-31,0.7393168712,0.7401924767,0.001183643182,0.1184343964,EUR,6E=F,0.0015,0.006449565217,2010-06-16,0.2109589041,-0.004949565217,0.002227798036,22.27798036
2010-03-31,0.6585012512,0.6590219999,0.0007904965288,0.07908090535,GBP,6B=F,0.0015,0.0064549,2010-06-16,0.2109589041,-0.0049549,0.001835776803,18.35776803
2010-03-31,93.4,93.43174601,0.0003398353189,0.03398930694,JPY,6J=F,0.0015,0.0043,2010-06-16,0.2109589041,-0.0028,0.0009305202504,9.305202504
2010-03-31,12.3005,12.35712038,0.004592533919,0.4603095766,MXN,6M=F,0.0015,0.0503,2010-06-16,0.2109589041,-0.0488,0.01488732844,148.8732844
2010-03-31,1.408847563,1.415428179,0.004660046862,0.4670921766,NZD,6N=F,0.0015,0.0267,2010-06-16,0.2109589041,-0.0252,0.009976211245,99.76211245
2010-03-31,7.33,7.30353464,-0.003617087703,-0.3610553921,ZAR,6Z=F,0.0015,0.06952307692,2010-06-16,0.2109589041,-0.06802307692,0.01073298606,107.3298606
2010-04-30,1.074575543,1.086366128,0.01091255998,1.097231914,AUD,6A=F,0.0016,0.04545,2010-06-16,0.1287671233,-0.04385,0.01655899833,165.5899833
2010-04-30,1.727,1.741401881,0.008304668142,0.8339247555,BRL,6L=F,0.0016,0.0938,2010-06-16,0.1287671233,-0.0922,0.02017699691,201.7699691
2010-04-30,1.0112,1.016880225,0.005601592589,0.5617310844,CAD,6C=F,0.0016,0.003375,2010-06-16,0.1287671233,-0.001775,0.005830154233,58.30154233
2010-04-30,1.0767,1.076426242,-0.000254289229,-0.02542569002,CHF,6S=F,0.0016,0.000879435,2010-06-16,0.1287671233,0.000720565,-0.0003470743112,-3.470743112
2010-04-30,0.7517666516,0.7514276808,-0.0004510007177,-0.04508990322,EUR,6E=F,0.0016,0.006447,2010-06-16,0.1287671233,-0.004847,0.0001731335288,1.731335288
2010-04-30,0.6532532009,0.6547502127,0.00228900385,0.229162562,GBP,6B=F,0.0016,0.0065592,2010-06-16,0.1287671233,-0.0049592,0.002927585768,29.27585768
2010-04-30,94.24,93.88789922,-0.003743210743,-0.3736213663,JPY,6J=F,0.0016,0.004,2010-06-16,0.1287671233,-0.0024,-0.003434169647,-34.34169647
2010-04-30,12.2281,12.30769276,0.006487912505,0.6509004599,MXN,6M=F,0.0016,0.0503,2010-06-16,0.1287671233,-0.0487,0.01275887141,127.5887141
2010-04-30,1.366120219,1.378169783,0.008781609377,0.8820280825,NZD,6N=F,0.0016,0.0269,2010-06-16,0.1287671233,-0.0253,0.0120394176,120.394176
2010-04-30,7.3515,7.401924114,0.006835607744,0.6859023834,ZAR,6Z=F,0.0016,0.06586956522,2010-06-16,0.1287671233,-0.06426956522,0.01511141477,151.1141477
2010-05-31,1.177717583,1.184132615,0.005432222546,0.544700382,AUD,6A=F,0.0016,0.04805,2010-06-16,0.04383561644,-0.04645,0.00746838693,74.6838693
2010-05-31,1.817,1.821161962,0.002287948456,0.2290567807,BRL,6L=F,0.0016,0.0937,2010-06-16,0.04383561644,-0.0921,0.00632520873,63.2520873
2010-05-31,1.0497,1.051193077,0.001421373445,0.1422384075,CAD,6C=F,0.0016,0.0039,2010-06-16,0.04383561644,-0.0023,0.001522195363,15.22195363
2010-05-31,1.1534,1.156336757,0.002542937807,0.2546173815,CHF,6S=F,0.0016,0.0008190975,2010-06-16,0.04383561644,0.0007809025,0.002508706464,25.08706464
2010-05-31,0.8084727949,0.8114249012,0.003644809946,0.3651460343,EUR,6E=F,0.0016,0.006865238095,2010-06-16,0.04383561644,-0.005265238095,0.003875614903,38.75614903
2010-05-31,0.6900358819,0.6902264096,0.0002760747006,0.02761128127,GBP,6B=F,0.0016,0.0069713,2010-06-16,0.04383561644,-0.0053713,0.0005115289472,5.115289472
2010-05-31,90.81,90.76880934,-0.0004536945507,-0.04535916469,JPY,6J=F,0.0016,0.0039,2010-06-16,0.04383561644,-0.0023,-0.0003528726329,-3.528726329
2010-05-31,12.8633,12.91572439,0.004067218174,0.4075500531,MXN,6M=F,0.0016,0.0504,2010-06-16,0.04383561644,-0.0488,0.006206396256,62.06396256
2010-05-31,1.471020888,1.476668593,0.003831958415,0.3839309755,NZD,6N=F,0.0016,0.0289,2010-06-16,0.04383561644,-0.0273,0.005028670744,50.28670744
2010-05-31,7.5517,7.629510779,0.01025102164,1.030374336,ZAR,6Z=F,0.0016,0.065828,2010-06-16,0.04383561644,-0.064228,0.01306649562,130.6649562
2010-06-30,1.179245283,1.194172411,0.01257875932,1.265820467,AUD,6A=F,0.0012,0.048875,2010-09-15,0.2109589041,-0.047675,0.02263622507,226.3622507
2010-06-30,1.7941,1.809790911,0.008707816229,0.8745839547,BRL,6L=F,0.0012,0.1012,2010-09-15,0.2109589041,-0.1,0.02980370664,298.0370664
2010-06-30,1.0606,1.063603521,0.002827905304,0.28319076,CAD,6C=F,0.0012,0.00522,2010-09-15,0.2109589041,-0.00402,0.003675960099,36.75960099
2010-06-30,1.0774,1.075847248,-0.001442242002,-0.144120247,CHF,6S=F,0.0012,0.0011774075,2010-09-15,0.2109589041,2.25925e-05,-0.001447008091,-14.47008091
2010-06-30,0.8136034497,0.8164598364,0.003504636508,0.3510784927,EUR,6E=F,0.0012,0.007275909091,2010-09-15,0.2109589041,-0.006075909091,0.004786403631,47.86403631
2010-06-30,0.6690305747,0.668627982,-0.0006019363638,-0.06017552364,GBP,6B=F,0.0012,0.0072839,2010-09-15,0.2109589041,-0.0060839,0.0006815165129,6.815165129
2010-06-30,88.49,88.37825705,-0.001263572901,-0.1262774929,JPY,6J=F,0.0012,0.0038,2010-09-15,0.2109589041,-0.0026,-0.0007150797507,-7.150797507
2010-06-30,12.8306,12.90739007,0.005967078233,0.5984916708,MXN,6M=F,0.0012,0.0501,2010-09-15,0.2109589041,-0.0489,0.01628296864,162.8296864
2010-06-30,1.449065353,1.462202079,0.009024808475,0.9065654843,NZD,6N=F,0.0012,0.0307,2010-09-15,0.2109589041,-0.0295,0.01524809615,152.4809615
2010-06-30,7.6252,7.688167857,0.00822395343,0.8257863028,ZAR,6Z=F,0.0012,0.065416,2010-09-15,0.2109589041,-0.064216,0.02177089042,217.7089042
2010-07-31,1.104850293,1.112470832,0.006873671915,0.6897349818,AUD,6A=F,0.0016,0.0484,2010-09-15,0.1260273973,-0.0468,0.01277175411,127.7175411
2010-07-31,1.7585,1.756388852,-0.001201260576,-0.1200539352,BRL,6L=F,0.0016,0.1063,2010-09-15,0.1260273973,-0.1047,0.01199380792,119.9380792
2010-07-31,1.0293,1.029760095,0.0004468979182,0.0446997792,CAD,6C=F,0.0016,0.00575,2010-09-15,0.1260273973,-0.00415,0.0009699116169,9.699116169
2010-07-31,1.041,1.039501026,-0.001440974204,-0.1439936499,CHF,6S=F,0.0016,0.001828511905,2010-09-15,0.1260273973,-0.0002285119048,-0.001412175443,-14.12175443
2010-07-31,0.765169485,0.7660487125,0.001148402736,0.1149062403,EUR,6E=F,0.0016,0.008488181818,2010-09-15,0.1260273973,-0.006888181818,0.002016502362,20.16502362
2010-07-31,0.6363752068,0.6372267665,0.001337246329,0.1338140841,GBP,6B=F,0.0016,0.0073603,2010-09-15,0.1260273973,-0.0057603,0.002063201945,20.63201945
2010-07-31,86.43,86.31851554,-0.001290714171,-0.1289881558,JPY,6J=F,0.0016,0.0037,2010-09-15,0.1260273973,-0.0021,-0.001026056637,-10.26056637
2010-07-31,12.6421,12.682308,0.003175437504,0.3180484547,MXN,6M=F,0.0016,0.0501,2010-09-15,0.1260273973,-0.0485,0.009287766272,92.87766272
2010-07-31,1.377220768,1.384849706,0.005524085987,0.5539371884,NZD,6N=F,0.0016,0.0323,2010-09-15,0.1260273973,-0.0307,0.009393127083,93.93127083
2010-07-31,7.2915,7.309941198,0.002525943529,0.2529136412,ZAR,6Z=F,0.0016,0.06477777778,2010-09-15,0.1260273973,-0.06317777778,0.01048807443,104.8807443
2010-08-31,1.122334456,1.127649989,0.00472495973,0.4736139954,AUD,6A=F,0.0016,0.047425,2010-09-15,0.04109589041,-0.045825,0.006608178908,66.08178908
2010-08-31,1.7529,1.756543136,0.002076190982,0.2078347759,BRL,6L=F,0.0016,0.1063,2010-09-15,0.04109589041,-0.1047,0.006378930708,63.78930708
2010-08-31,1.064,1.067463703,0.003250072522,0.3255359734,CAD,6C=F,0.0016,0.0066,2010-09-15,0.04109589041,-0.005,0.003455551974,34.55551974
2010-08-31,1.015,1.016156911,0.00113916467,0.1139813765,CHF,6S=F,0.0016,0.0020656935,2010-09-15,0.04109589041,-0.0004656935,0.001158302759,11.58302759
2010-08-31,0.7871536524,0.7897646836,0.003311564711,0.3317054,EUR,6E=F,0.0016,0.008955,2010-09-15,0.04109589041,-0.007355,0.003613824985,36.13824985
2010-08-31,0.6511264488,0.6522731682,0.001759582733,0.1761131707,GBP,6B=F,0.0016,0.0073296,2010-09-15,0.04109589041,-0.0057296,0.001995045746,19.95045746
2010-08-31,84.1,84.06186781,-0.0004535176425,-0.04534148189,JPY,6J=F,0.0016,0.0036,2010-09-15,0.04109589041,-0.002,-0.0003713258616,-3.713258616
2010-08-31,13.1671,13.27139988,0.007890040519,0.7921248913,MXN,6M=F,0.0016,0.0499,2010-09-15,0.04109589041,-0.0483,0.009874972025,98.74972025
2010-08-31,1.429592566,1.436575212,0.004872470863,0.4884360652,NZD,6N=F,0.0016,0.0325,2010-09-15,0.04109589041,-0.0309,0.006142333877,61.42333877
2010-08-31,7.3725,7.410152069,0.005094099541,0.5107096526,ZAR,6Z=F,0.0016,0.064156,2010-09-15,0.04109589041,-0.062556,0.007664894062,76.64894062
2010-09-30,1.037344398,1.043187999,0.005617423902,0.5633231213,AUD,6A=F,0.0015,0.04815,2010-12-15,0.2082191781,-0.04665,0.01533084856,153.3084856
2010-09-30,1.696,1.691331917,-0.002756202226,-0.2752407388,BRL,6L=F,0.0015,0.1061,2010-12-15,0.2082191781,-0.1046,0.0190235238,190.235238
2010-09-30,1.0293,1.029548022,0.000240932936,0.02409619627,CAD,6C=F,0.0015,0.0085,2010-12-15,0.2082191781,-0.007,0.001698467183,16.98467183
2010-09-30,0.9808,0.9808729604,7.438593002e-05,0.007438869672,CHF,6S=F,0.0015,0.002138120952,2010-12-15,0.2082191781,-0.0006381209524,0.0002072549502,2.072549502
2010-09-30,0.7352400559,0.7334604759,-0.00242334062,-0.24204067,EUR,6E=F,0.0015,0.008805,2010-12-15,0.2082191781,-0.007305,-0.0009022995236,-9.022995236
2010-09-30,0.635687496,0.6366587945,0.001526783528,0.1527949656,GBP,6B=F,0.0015,0.0072859,2010-12-15,0.2082191781,-0.0057859,0.002731518871,27.31518871
2010-09-30,83.53,83.32638707,-0.002440578162,-0.2437602373,JPY,6J=F,0.0015,0.0036,2010-12-15,0.2082191781,-0.0021,-0.002003317888,-20.03317888
2010-09-30,12.627,12.58653299,-0.003209946544,-0.3204800174,MXN,6M=F,0.0015,0.0498,2010-12-15,0.2082191781,-0.0483,0.006847039757,68.47039757
2010-09-30,1.364442625,1.367989044,0.002595798702,0.2599170705,NZD,6N=F,0.0015,0.0318,2010-12-15,0.2082191781,-0.0303,0.008904839798,89.04839798
2010-09-30,6.9509,6.99202889,0.00589962256,0.5917059607,ZAR,6Z=F,0.0015,0.060824,2010-12-15,0.2082191781,-0.059324,0.01825201708,182.5201708
2010-10-31,1.020616452,1.026483257,0.00573183726,0.5748295669,AUD,6A=F,0.0013,0.0481,2010-12-15,0.1232876712,-0.0468,0.01150170027,115.0170027
2010-10-31,1.6982,1.714824573,0.009741919219,0.9789526183,BRL,6L=F,0.0013,0.1064,2010-12-15,0.1232876712,-0.1051,0.02269945347,226.9945347
2010-10-31,1.0187,1.021137524,0.002389921049,0.2392779186,CAD,6C=F,0.0013,0.00895,2010-12-15,0.1232876712,-0.00765,0.003333071734,33.33071734
2010-10-31,0.985,0.985124616,0.000126505747,0.01265137492,CHF,6S=F,0.0013,0.0024791775,2010-12-15,0.1232876712,-0.0011791775,0.000271883795,2.71883795
2010-10-31,0.7197351375,0.72004607,0.0004319163614,0.04320096507,EUR,6E=F,0.0013,0.009976666667,2010-12-15,0.1232876712,-0.008676666667,0.001501642389,15.01642389
2010-10-31,0.6242197253,0.6244925993,0.0004370485852,0.04371441048,GBP,6B=F,0.0013,0.007384,2010-12-15,0.1232876712,-0.006084,0.001187130777,11.87130777
2010-10-31,80.48,80.45699652,-0.0002858693544,-0.02858284977,JPY,6J=F,0.0013,0.0034,2010-12-15,0.1232876712,-0.0021,-2.696524483e-05,-0.2696524483
2010-10-31,12.3415,12.34567898,0.0003385543606,0.03386116766,MXN,6M=F,0.0013,0.0495,2010-12-15,0.1232876712,-0.0482,0.006281020114,62.81020114
2010-10-31,1.31147541,1.318217776,0.005127883753,0.514105385,NZD,6N=F,0.0013,0.0318,2010-12-15,0.1232876712,-0.0305,0.008888157725,88.88157725
2010-10-31,6.9755,7.023951651,0.006921963248,0.6945975407,ZAR,6Z=F,0.0013,0.05973076923,2010-12-15,0.1232876712,-0.05843076923,0.01412575671,141.2575671
2010-11-30,1.040907671,1.04286164,0.001875417512,0.1877177207,AUD,6A=F,0.0014,0.05015,2010-12-15,0.04109589041,-0.04875,0.00387884217,38.7884217
2010-11-30,1.7146,1.714383695,-0.0001261625572,-0.0126154599,BRL,6L=F,0.0014,0.1064,2010-12-15,0.04109589041,-0.105,0.004188905936,41.88905936
2010-11-30,1.0266,1.026061956,-0.000524240087,-0.05241026972,CAD,6C=F,0.0014,0.009525,2010-12-15,0.04109589041,-0.008125,-0.0001903359774,-1.903359774
2010-11-30,0.9985,1.003210267,0.004706251622,0.4717343417,CHF,6S=F,0.0014,0.0018600105,2010-12-15,0.04109589041,-0.0004600105,0.004725156163,47.25156163
2010-11-30,0.7671064744,0.7686986037,0.002073348845,0.2075499719,EUR,6E=F,0.0014,0.01042045455,2010-12-15,0.04109589041,-0.009020454545,0.002444052456,24.44052456
2010-11-30,0.6419309282,0.6423020003,0.000577889109,0.05780561191,GBP,6B=F,0.0014,0.0073901,2010-12-15,0.04109589041,-0.0059901,0.0008240576022,8.240576022
2010-11-30,83.56,83.61903477,0.0007062461594,0.07064956099,JPY,6J=F,0.0014,0.0034,2010-12-15,0.04109589041,-0.002,0.0007884379402,7.884379402
2010-11-30,12.454,12.46882768,0.001189887742,0.1190595939,MXN,6M=F,0.0014,0.0492,2010-12-15,0.04109589041,-0.0478,0.003154271303,31.54271303
2010-11-30,1.343183345,1.344989923,0.00134409392,0.1344997619,NZD,6N=F,0.0014,0.0317,2010-12-15,0.04109589041,-0.0303,0.002589299399,25.89299399
2010-11-30,7.0855,7.109846929,0.003430272268,0.3436162385,ZAR,6Z=F,0.0014,0.05646153846,2010-12-15,0.04109589041,-0.05506153846,0.005693075219,56.93075219
2010-12-31,0.987947046,0.986096089,-0.001875296015,-0.1873538746,AUD,6A=F,0.0014,0.05025,2011-03-16,0.2054794521,-0.04885,0.008162375218,81.62375218
2010-12-31,1.6631,1.666194533,0.00185897273,0.1860701691,BRL,6L=F,0.0014,0.1064,2011-03-16,0.2054794521,-0.105,0.0234343152,234.343152
2010-12-31,1.0009,0.9956192604,-0.005289958356,-0.5275991166,CAD,6C=F,0.0014,0.00994,2011-03-16,0.2054794521,-0.00854,-0.003535163836,-35.35163836
2010-12-31,0.9369,0.9333581825,-0.0037875217,-0.3780358086,CHF,6S=F,0.0014,0.001913681111,2011-03-16,0.2054794521,-0.0005136811111,-0.003681970786,-36.81970786
2010-12-31,0.7536362951,0.7482789405,-0.007134060918,-0.7108673912,EUR,6E=F,0.0014,0.01021695652,2011-03-16,0.2054794521,-0.008816956522,-0.005322357523,-53.22357523
2010-12-31,0.6496881497,0.6418073356,-0.01220431976,-1.213014909,GBP,6B=F,0.0014,0.0074962,2011-03-16,0.2054794521,-0.0060962,-0.01095167593,-109.5167593
2010-12-31,81.67,81.1161596,-0.006804540823,-0.6781442356,JPY,6J=F,0.0014,0.0034,2011-03-16,0.2054794521,-0.002,-0.006393581919,-63.93581919
2010-12-31,12.3825,12.3266566,-0.004520064624,-0.4509864506,MXN,6M=F,0.0014,0.0495,2011-03-16,0.2054794521,-0.0481,0.00536349702,53.6349702
2010-12-31,1.300897619,1.289989665,-0.008420296278,-0.8384944876,NZD,6N=F,0.0014,0.0317,2011-03-16,0.2054794521,-0.0303,-0.00219426888,-21.9426888
2010-12-31,6.67,6.601967146,-0.01025220288,-1.019982818,ZAR,6Z=F,0.0014,0.0558625,2011-03-16,0.2054794521,-0.0544625,0.0009387217816,9.387217816
2011-01-31,1.002405774,1.007861301,0.00542767739,0.5442433917,AUD,6A=F,0.0015,0.04955,2011-03-16,0.1205479452,-0.04805,0.01122000616,112.2000616
2011-01-31,1.6739,1.667222433,-0.003997204877,-0.3989226688,BRL,6L=F,0.0015,0.1114,2011-03-16,0.1205479452,-0.1099,0.009251014301,92.51014301
2011-01-31,1.002,1.002204858,0.0002044283476,0.02044492445,CAD,6C=F,0.0015,0.009625,2011-03-16,0.1205479452,-0.008125,0.001183880402,11.83880402
2011-01-31,0.9402,0.943040354,0.003016456326,0.3021010408,CHF,6S=F,0.0015,0.001508101905,2011-03-16,0.1205479452,-8.101904762e-06,0.003017432994,30.17432994
2011-01-31,0.7291286912,0.7305668964,0.001970555611,0.1972498432,EUR,6E=F,0.0015,0.01017238095,2011-03-16,0.1205479452,-0.008672380952,0.003015993315,30.15993315
2011-01-31,0.6233636704,0.6242197261,0.001372342495,0.1373284588,GBP,6B=F,0.0015,0.0076866,2011-03-16,0.1205479452,-0.0061866,0.002118124413,21.18124413
2011-01-31,81.97,81.99409821,0.0002939449931,0.02939881992,JPY,6J=F,0.0015,0.0034,2011-03-16,0.1205479452,-0.0019,0.000522986089,5.22986089
2011-01-31,12.1541,12.1359221,-0.001496738598,-0.1495619043,MXN,6M=F,0.0015,0.0492,2011-03-16,0.1205479452,-0.0477,0.004253398388,42.53398388
2011-01-31,1.292824822,1.29954513,0.005184694426,0.5198158213,NZD,6N=F,0.0015,0.0319,2011-03-16,0.1205479452,-0.0304,0.00884935196,88.4935196
2011-01-31,7.1776,7.199424208,0.003035986364,0.3040599638,ZAR,6Z=F,0.0015,0.05542307692,2011-03-16,0.1205479452,-0.05392307692,0.009536302486,95.36302486
2011-02-28,0.9828975821,0.9829941909,9.828502691e-05,0.009828985704,AUD,6A=F,0.0013,0.049175,2011-03-16,0.04383561644,-0.047875,0.002196915164,21.96915164
2011-02-28,1.6598,1.661957764,0.001299170418,0.1300014706,BRL,6L=F,0.0013,0.1115,2011-03-16,0.04383561644,-0.1102,0.00612985535,61.2985535
2011-02-28,0.9737,0.9714396821,-0.002324068531,-0.2321369974,CAD,6C=F,0.0013,0.009525,2011-03-16,0.04383561644,-0.008225,-0.001963520585,-19.63520585
2011-02-28,0.9305,0.9286775729,-0.001960466558,-0.1958546098,CHF,6S=F,0.0013,0.0013954275,2011-03-16,0.04383561644,-9.54275e-05,-0.001956283434,-19.56283434
2011-02-28,0.7250054375,0.7245851688,-0.0005798447811,-0.05796767036,EUR,6E=F,0.0013,0.0108675,2011-03-16,0.04383561644,-0.0095675,-0.0001604475209,-1.604475209
2011-02-28,0.6154982458,0.6147037351,-0.001291675469,-0.1290841615,GBP,6B=F,0.0013,0.0079962,2011-03-16,0.04383561644,-0.0066962,-0.0009981434137,-9.981434137
2011-02-28,81.94,81.7394177,-0.002450917811,-0.2447916764,JPY,6J=F,0.0013,0.0034,2011-03-16,0.04383561644,-0.0021,-0.002358863017,-23.58863017
2011-02-28,12.113,12.12121164,0.0006776898704,0.06779195541,MXN,6M=F,0.0013,0.0488,2011-03-16,0.04383561644,-0.0475,0.002759881651,27.59881651
2011-02-28,1.329433661,1.328903659,-0.0003987474184,-0.03986679293,NZD,6N=F,0.0013,0.0313,2011-03-16,0.04383561644,-0.03,0.0009163210747,9.163210747
2011-02-28,6.9538,6.995453035,0.005972098809,0.5989967344,ZAR,6Z=F,0.0013,0.055325,2011-03-16,0.04383561644,-0.054025,0.008340317987,83.40317987
2011-03-31,0.9654373431,0.9734254841,0.008240073582,0.8274116429,AUD,6A=F,0.001,0.0492,2011-06-15,0.2082191781,-0.0482,0.01827623797,182.7623797
2011-03-31,1.6287,1.628266743,-0.0002660495688,-0.02660141807,BRL,6L=F,0.001,0.1166,2011-06-15,0.2082191781,-0.1156,0.02380408742,238.0408742
2011-03-31,0.9717,0.9703086036,-0.001432945952,-0.1431919775,CAD,6C=F,0.001,0.00926,2011-06-15,0.2082191781,-0.00826,0.0002869444588,2.869444588
2011-03-31,0.9157,0.9159186879,0.0002387919124,0.02388204255,CHF,6S=F,0.001,0.001551241739,2011-06-15,0.2082191781,-0.0005512417391,0.0003535710143,3.535710143
2011-03-31,0.7050694493,0.7051688882,0.0001410242368,0.01410341811,EUR,6E=F,0.001,0.01175521739,2011-06-15,0.2082191781,-0.01075521739,0.002380466762,23.80466762
2011-03-31,0.6231306082,0.6229753099,-0.0002492537426,-0.02492226815,GBP,6B=F,0.001,0.0080913,2011-06-15,0.2082191781,-0.0070913,0.001227290915,12.27290915
2011-03-31,82.76,83.05647558,0.003575952263,0.3582353609,JPY,6J=F,0.001,0.0033615,2011-06-15,0.2082191781,-0.0023615,0.004067661852,40.67661852
2011-03-31,11.917,11.8870732,-0.002514428499,-0.2511269972,MXN,6M=F,0.001,0.0487,2011-06-15,0.2082191781,-0.0477,0.007417626295,74.17626295
2011-03-31,1.309071868,1.315962672,0.005250079259,0.5263885075,NZD,6N=F,0.001,0.0269,2011-06-15,0.2082191781,-0.0259,0.01064295597,106.4295597
2011-03-31,6.7675,6.777363526,0.001456423291,0.1457484391,ZAR,6Z=F,0.001,0.05498461538,2011-06-15,0.2082191781,-0.05398461538,0.01269705554,126.9705554
2011-04-30,0.9143275121,0.9163383031,0.002196787435,0.219920214,AUD,6A=F,0.0006,0.049,2011-06-15,0.1260273973,-0.0484,0.008296513462,82.96513462
2011-04-30,1.567,1.571091907,0.002607896112,0.2611299632,BRL,6L=F,0.0006,0.1191,2011-06-15,0.1260273973,-0.1185,0.01754214269,175.4214269
2011-04-30,0.9486,0.946790356,-0.001909521756,-0.190769978,CAD,6C=F,0.0006,0.00965,2011-06-15,0.1260273973,-0.00905,-0.0007689738112,-7.689738112
2011-04-30,0.8666,0.8634832849,-0.003602969273,-0.3596486367,CHF,6S=F,0.0006,0.001394541111,2011-06-15,0.1260273973,-0.0007945411111,-0.003502835324,-35.02835324
2011-04-30,0.6747183051,0.6747638357,6.747861137e-05,0.00674808881,EUR,6E=F,0.0006,0.01321210526,2011-06-15,0.1260273973,-0.01261210526,0.001656949412,16.56949412
2011-04-30,0.5991252771,0.5987665504,-0.0005989301128,-0.059875079,GBP,6B=F,0.0006,0.0082096,2011-06-15,0.1260273973,-0.0076096,0.0003600879694,3.600879694
2011-04-30,81.31,81.10299891,-0.002549071835,-0.254582571,JPY,6J=F,0.0006,0.0033286,2011-06-15,0.1260273973,-0.0027286,-0.002205193479,-22.05193479
2011-04-30,11.5237,11.51742033,-0.0005450838583,-0.05449353271,MXN,6M=F,0.0006,0.0488,2011-06-15,0.1260273973,-0.0482,0.00552943669,55.2943669
2011-04-30,1.239464551,1.238390086,-0.0008672549219,-0.0866878965,NZD,6N=F,0.0006,0.0265,2011-06-15,0.1260273973,-0.0259,0.002396854667,23.96854667
